student_id,student_name,parent_name,parent_email,address,gender,age,attendance_rate,study_hours_weekly,previous_grades,assignment_completion,class_participation,extra_curricular,library_visits,online_resource_hours,parent_education,family_income,internet_access,tutoring,mentor_support,stress_level,motivation_score,final_grade,performance_category,pass_fail,last_reported_at,reported_by,counselor_reported,added_by,created_at,updated_at
460,Maibam Rishi,,,,Male,17,51.38,12.2,39.58,33.88,4.6,Yes,1,4.7,Master,High,Yes,Yes,No,9.7,9.5,87.17,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
461,Luwang Reena,,,,Female,22,77.14,0.9,34.88,68.79,5.1,No,0,15.5,High School,Medium,Yes,No,No,6.9,4.0,65.57,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
462,Mutum Bhorot,,,,Male,17,59.41,3.1,92.54,71.15,1.1,Yes,4,1.8,High School,Medium,No,No,No,5.6,7.4,70.45,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
463,Nongmaithem Bembem,,,,Female,15,90.06,8.1,57.15,95.42,3.6,Yes,1,7.6,Bachelor,Medium,Yes,Yes,No,3.5,6.1,101.64,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
464,Tongbram Robichandra,,,,Male,22,77.76,1.4,50.15,80.82,4.9,Yes,4,10.1,High School,Medium,Yes,Yes,No,6.9,2.0,73.59,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
465,Yengkhom Sanalembi,,,,Female,17,51.93,4.4,80.73,94.24,6.7,No,6,5.4,Bachelor,Medium,Yes,Yes,No,4.3,6.1,104.44,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
466,Hijam Nandakumar,,,,Male,16,43.88,4.8,88.55,93.58,5.1,Yes,1,10.6,High School,Medium,Yes,Yes,No,7.3,6.9,84.7,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
467,Panmei Ibemhal,,,,Female,15,42.56,10.8,90.37,72.32,4.0,Yes,3,17.7,Master,Low,Yes,Yes,No,7.1,8.9,130.86,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
468,Sinam Ibotombi,,,,Male,17,62.28,8.1,52.12,66.94,4.5,Yes,2,18.9,Bachelor,Medium,Yes,No,No,1.8,1.6,83.44,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
469,Konthoujam Dhananjoy,,,,Male,16,55.95,8.5,89.65,69.02,3.2,No,5,2.0,High School,Medium,No,No,No,9.2,3.7,64.97,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
470,Thokchom Thoibi,,,,Female,16,78.77,1.5,32.87,98.48,9.3,Yes,3,5.4,Master,Low,Yes,No,Yes,5.4,7.2,81.03,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
471,Khundongbam Nilachandra,,,,Male,20,69.96,4.5,33.48,84.12,5.7,Yes,1,19.6,Bachelor,Low,Yes,Yes,Yes,4.5,1.3,78.5,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
472,Okram Sunita,,,,Female,15,55.96,6.9,73.65,37.44,1.1,Yes,1,5.4,Bachelor,Low,Yes,No,No,9.6,2.8,63.02,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
473,Angom Birachandra,Parent of Angom Birachandra,parent473@example.com,Address for student 473,Male,16,48.95,9.8,34.42,84.49,1.2,No,3,13.9,Bachelor,High,Yes,No,No,4.9,3.0,51.17,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
474,Maisnam Tombi,,,,Female,20,47.63,2.0,52.72,41.94,9.8,Yes,2,5.1,Bachelor,Low,No,Yes,No,7.5,7.0,70.34,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
475,Loitongbam Romesh,,,,Male,17,91.88,4.3,77.09,61.31,3.0,Yes,4,7.1,Bachelor,High,Yes,No,No,6.9,3.6,70.31,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
476,Keisham Sanatombi,,,,Female,18,54.61,14.2,53.61,44.73,8.3,Yes,5,3.8,Bachelor,Medium,Yes,Yes,Yes,2.5,6.4,108.64,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
477,Potsangbam Ibohal,,,,Male,15,79.1,3.3,42.57,78.27,1.5,Yes,3,17.1,High School,High,Yes,No,No,9.9,9.7,79.16,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
478,Thiyam Bembem,,,,Female,22,88.64,7.5,49.69,91.41,9.3,No,2,17.7,PhD,Medium,No,No,No,5.2,8.1,123.5,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
479,Rajkumar Sanajaoba,,,,Male,21,76.84,8.8,62.03,50.33,8.9,Yes,4,5.9,Master,High,No,No,Yes,4.6,4.0,67.37,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
480,Sanasam Priyabala,,,,Female,21,91.57,7.6,63.28,35.74,6.1,No,1,16.5,High School,Low,Yes,No,No,9.3,5.3,70.76,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
481,Konthoujam Memchoubi,,,,Female,17,63.54,9.5,84.81,50.89,1.1,No,4,7.2,Master,Medium,Yes,No,No,5.8,2.8,65.42,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
482,Longjam Reena,,,,Female,24,97.37,1.4,82.51,77.07,3.3,Yes,2,2.0,Bachelor,Low,Yes,Yes,No,7.3,1.1,86.53,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
483,Nameirakpam Surjakanta,,,,Male,24,47.99,7.7,61.98,53.01,4.7,No,3,15.2,High School,Medium,Yes,No,No,8.6,3.6,68.23,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
484,Huidrom Sanalembi,,,,Female,17,46.13,4.7,89.2,49.47,5.1,No,3,11.9,High School,Medium,Yes,No,No,3.1,4.3,74.87,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
485,Sapam Ratankumar,,,,Male,16,79.52,5.2,38.0,42.91,3.7,No,1,5.5,High School,Medium,No,Yes,No,2.5,6.1,92.6,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
486,Ngangbam Ibemhal,,,,Female,15,96.57,6.2,47.87,64.83,1.3,Yes,2,5.1,Master,Medium,No,No,No,1.6,9.5,83.2,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
487,Luwang Nimai,,,,Male,21,88.53,7.1,87.96,49.32,6.3,Yes,2,19.5,Bachelor,Low,No,No,No,9.1,9.5,94.64,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
488,Meisnam Thoibi,,,,Female,21,44.59,4.7,56.46,81.17,5.7,Yes,4,17.3,Bachelor,Medium,Yes,Yes,No,2.8,1.6,66.32,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
489,Nongmaithem Oken,,,,Male,16,56.76,5.3,98.68,35.36,3.5,No,3,16.2,High School,Medium,Yes,No,No,3.8,6.5,81.46,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
490,Yengkhom Sanajaoba,,,,Male,21,95.82,1.6,62.64,76.48,1.3,Yes,2,2.6,Bachelor,Low,Yes,No,No,3.6,1.4,66.52,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
491,Koijam Tombi,,,,Female,22,55.18,1.8,85.44,46.63,10.0,Yes,2,15.1,Bachelor,High,Yes,No,No,3.7,6.8,102.13,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
492,Thokchom Ibungo,,,,Male,15,86.87,8.8,58.16,64.25,5.3,Yes,3,4.3,Master,High,Yes,No,No,7.0,2.1,98.05,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
493,Okram Ibobi,,,,Male,23,89.51,10.1,59.75,50.03,7.8,Yes,2,19.5,PhD,High,Yes,No,No,9.6,9.5,118.2,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
494,Takhellambam Bembem,,,,Female,21,69.73,9.6,56.8,80.59,5.1,Yes,3,1.0,Bachelor,High,Yes,No,No,4.0,8.8,91.25,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
495,Maisnam Arunkumar,,,,Male,17,63.18,6.0,80.34,96.17,1.4,Yes,4,7.0,Bachelor,Low,Yes,Yes,No,4.7,1.2,84.05,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
496,Keisham Sarat,,,,Male,22,67.01,12.0,68.33,94.2,3.8,Yes,2,8.6,Bachelor,High,Yes,Yes,Yes,7.9,8.0,117.58,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
497,Thiyam Sunil,,,,Male,21,53.62,11.1,96.06,70.84,3.9,No,2,16.5,Master,Medium,Yes,Yes,No,4.9,6.7,111.28,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
498,Shijagurumayum Sanatombi,,,,Female,22,93.36,10.0,47.56,62.38,8.5,Yes,1,15.3,High School,Low,Yes,Yes,No,9.3,5.5,123.69,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
499,Sanasam Suresh,,,,Male,20,67.04,5.3,37.04,87.28,6.9,No,3,7.5,Bachelor,High,Yes,Yes,No,5.5,6.4,86.79,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
500,Sagolband Priyabala,,,,Female,23,92.95,7.8,57.53,77.83,3.5,Yes,3,11.3,Master,Low,Yes,No,No,4.1,7.1,98.57,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
501,Longjam Lokendro,,,,Male,19,46.34,5.4,73.17,42.85,9.7,Yes,3,16.7,High School,Medium,Yes,No,No,9.7,9.0,112.23,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
502,Huidrom Sadananda,,,,Male,17,99.3,6.0,90.26,87.46,3.9,No,4,0.4,High School,Low,No,Yes,No,4.8,7.9,114.88,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
503,Ngangbam Dinesh,,,,Male,17,66.6,7.8,54.23,60.02,10.0,No,3,16.0,Bachelor,Medium,Yes,Yes,No,3.1,6.2,95.48,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
504,Phurailatpam Memchoubi,,,,Female,15,42.87,12.5,75.77,43.23,10.0,Yes,2,18.9,High School,Medium,Yes,Yes,Yes,2.6,8.4,108.39,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
505,Meisnam Ranjit,,,,Male,22,42.28,6.6,54.51,49.73,2.7,No,3,0.6,Bachelor,Medium,Yes,Yes,Yes,10.0,9.9,79.98,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
506,Koijam Ibotombi,,,,Male,16,84.77,2.1,73.21,48.73,3.8,No,4,0.9,Bachelor,Low,Yes,Yes,No,7.8,3.7,84.75,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
507,Salam Reena,,,,Female,17,79.54,16.5,91.94,66.34,5.4,No,6,6.9,Bachelor,Medium,Yes,No,Yes,4.7,2.1,108.92,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
508,Takhellambam Biren,,,,Male,22,88.13,4.8,46.2,46.41,7.0,Yes,3,1.8,High School,Medium,Yes,Yes,No,8.4,7.6,83.65,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
509,Usham Sanalembi,,,,Female,22,46.32,2.2,58.3,38.65,5.8,Yes,3,9.6,PhD,Low,Yes,No,No,5.9,9.8,81.13,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
510,Khomdram Ibemhal,,,,Female,18,42.13,6.2,99.53,38.66,9.7,No,3,14.6,High School,High,Yes,No,No,3.9,2.1,75.68,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
511,Shijagurumayum Sanjoy,,,,Male,18,70.51,8.0,90.8,70.83,7.5,No,3,11.3,Master,Medium,Yes,Yes,No,7.7,4.9,98.76,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
512,Laifungbam Thoibi,,,,Female,19,63.26,10.2,69.52,81.43,2.9,Yes,5,3.9,High School,High,No,Yes,No,7.7,1.6,89.26,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
513,Phurailatpam Nimai,,,,Male,20,67.72,6.4,66.16,52.51,1.9,No,4,13.1,Bachelor,Low,Yes,Yes,No,5.5,8.0,86.95,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
514,Mangangcha Tombi,,,,Female,19,99.5,4.1,49.92,32.43,7.2,Yes,1,13.7,High School,Medium,Yes,Yes,No,1.4,9.5,115.87,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
515,Chakpram Bembem,,,,Female,21,98.24,6.2,66.2,38.91,2.4,Yes,3,18.6,High School,Low,No,Yes,Yes,1.7,5.5,100.1,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
516,Salam Robindro,,,,Male,16,96.54,6.0,89.37,94.03,8.1,Yes,4,2.9,High School,Medium,No,No,No,8.1,4.7,95.79,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
517,Taorem Ibemhal,,,,Female,21,87.03,8.1,77.96,64.55,3.8,No,2,13.8,Bachelor,Low,Yes,Yes,No,8.4,9.2,116.03,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
518,Yumkham Thoibi,Parent of Yumkham Thoibi,parent518@example.com,Address for student 518,Female,24,61.29,5.5,50.3,61.75,3.9,Yes,2,18.2,Bachelor,Medium,No,No,Yes,7.1,2.2,48.85,At Risk,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
519,Nongthombam Tombi,,,,Female,21,64.73,18.8,44.1,32.66,1.1,No,1,10.0,High School,Medium,Yes,Yes,No,8.6,9.0,79.02,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
520,Laitonjam Bembem,,,,Female,15,72.98,10.4,48.56,81.0,7.3,Yes,4,7.2,PhD,Low,Yes,No,No,7.5,4.5,84.77,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
521,Khangembam Sanatombi,Parent of Khangembam Sanatombi,parent521@example.com,Address for student 521,Female,21,89.83,3.9,41.88,66.96,2.0,No,1,3.4,High School,Medium,Yes,No,No,9.1,6.0,55.98,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
522,Usham Ibomcha,,,,Male,19,44.12,3.6,36.69,44.15,8.0,No,3,17.3,Bachelor,High,Yes,Yes,Yes,2.4,5.8,82.96,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
523,Pebam Priyabala,,,,Female,17,65.46,3.5,59.34,37.71,5.4,No,2,7.9,High School,Low,Yes,Yes,No,4.5,6.5,107.36,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
524,Khomdram Tomba,,,,Male,17,44.96,7.5,37.93,56.84,8.1,No,0,18.5,Bachelor,Medium,Yes,No,No,5.2,9.5,96.26,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
525,Joykumari Memchoubi,,,,Female,18,70.88,5.9,42.03,88.6,6.3,Yes,1,17.0,Master,Medium,Yes,No,No,3.7,9.6,92.35,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
526,Laifungbam Deben,,,,Male,16,93.93,3.1,68.31,90.57,1.7,Yes,1,7.5,Bachelor,Medium,Yes,Yes,No,7.5,8.5,90.36,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
527,Mangangcha Somorjit,,,,Male,16,86.95,1.2,41.52,72.2,7.9,Yes,3,11.5,High School,High,Yes,Yes,No,9.2,2.7,86.31,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
528,Chingakham Reena,Parent of Chingakham Reena,parent528@example.com,Address for student 528,Female,15,53.67,4.3,34.47,80.93,1.6,Yes,3,0.5,High School,High,No,Yes,Yes,4.7,4.0,55.81,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
529,Takhellambam Sanalembi,,,,Female,19,98.56,7.8,52.22,38.06,5.3,No,4,5.3,Master,Medium,Yes,Yes,No,9.5,5.4,73.31,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
530,Maibam Ibemhal,,,,Female,18,80.04,2.3,45.42,71.17,2.6,Yes,3,14.2,High School,Medium,Yes,No,Yes,5.7,9.1,87.1,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
531,Chakpram Suresh,,,,Male,24,40.63,4.4,66.07,76.69,7.8,Yes,3,13.6,Bachelor,Medium,Yes,No,Yes,5.7,5.7,78.56,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
532,Surchandra Tombi,,,,Female,16,55.32,10.5,37.17,44.05,9.2,Yes,4,7.1,High School,Medium,Yes,Yes,Yes,6.4,9.8,104.86,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
533,Taorem Rajen,,,,Male,17,55.64,0.6,82.62,91.61,6.0,Yes,4,16.2,High School,Medium,Yes,Yes,No,3.4,9.9,107.03,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
534,Yumkham Nara,,,,Male,21,44.16,4.1,93.44,43.65,5.7,Yes,3,4.7,High School,High,Yes,Yes,No,4.5,6.4,93.65,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
535,Nongthombam Bimol,,,,Male,21,97.59,3.9,82.04,51.94,7.9,No,1,9.2,Master,Medium,No,No,Yes,6.0,8.9,107.47,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
536,Elangbam Reena,,,,Female,18,68.7,1.9,67.3,73.44,1.0,Yes,2,9.5,Master,Low,Yes,No,No,9.5,10.0,87.0,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
537,Keisham Sanalembi,,,,Female,19,93.75,2.1,90.25,74.68,9.3,Yes,0,6.8,Bachelor,Low,Yes,Yes,Yes,6.8,8.6,128.08,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
538,Laitonjam Inaocha,,,,Male,19,59.33,8.6,78.64,78.96,2.8,No,3,19.1,High School,High,Yes,No,No,4.0,6.9,96.84,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
539,Khangembam Raghumani,,,,Male,20,47.51,11.9,30.74,37.84,9.9,No,3,13.9,Bachelor,Low,Yes,No,No,1.1,8.6,100.48,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
540,Rajkumari Ibemhal,,,,Female,23,68.46,3.3,57.59,89.46,7.6,Yes,1,10.8,Bachelor,Medium,Yes,Yes,No,9.8,1.7,79.01,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
541,Pebam Ibungo,,,,Male,16,46.84,9.3,89.57,67.3,8.0,No,2,10.2,Bachelor,Low,No,Yes,No,5.4,6.7,87.44,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
542,Nongmaikapam Thoibi,,,,Female,19,69.16,5.7,54.21,62.99,6.9,Yes,4,3.2,High School,Low,No,Yes,No,9.4,2.9,75.15,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
543,Joykumar Ningombam,,,,Male,17,95.22,5.0,32.47,98.68,5.2,Yes,2,7.4,PhD,Low,Yes,Yes,No,5.9,2.0,87.66,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
544,Sanjenbam Tombi,,,,Female,18,71.25,12.1,82.23,81.83,6.1,Yes,5,13.5,Bachelor,Medium,Yes,Yes,Yes,6.4,9.0,123.52,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
545,Chingakham Ropen,,,,Male,24,76.99,3.2,86.14,38.26,1.4,Yes,4,18.5,PhD,Low,No,No,Yes,7.4,6.8,78.8,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
546,Pukhrambam Bembem,,,,Female,20,49.4,3.8,41.24,82.96,6.6,No,3,16.3,High School,Medium,Yes,No,No,3.9,3.2,87.53,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
547,Maibam Romesh,,,,Male,22,42.62,2.5,67.61,36.67,6.6,Yes,3,6.0,High School,Medium,Yes,Yes,No,7.3,4.5,68.79,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
548,Yendrembam Sanatombi,,,,Female,15,46.65,2.5,43.44,31.92,9.0,Yes,4,8.7,High School,Medium,No,Yes,No,5.7,9.8,82.53,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
549,Sagolsem Memchoubi,,,,Female,24,75.91,7.5,80.35,58.25,5.6,No,3,1.7,Master,Medium,Yes,No,Yes,7.1,8.8,107.87,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
550,Surchandra Khangembam,,,,Male,22,45.7,12.0,49.01,99.55,1.7,Yes,2,2.0,Bachelor,Medium,Yes,Yes,No,8.5,1.1,75.28,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
551,Elangbam Ibomcha,,,,Male,21,62.56,6.6,52.14,42.24,3.8,Yes,6,9.4,Master,Medium,Yes,Yes,Yes,2.7,9.8,103.14,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
552,Oinam Reena,,,,Female,15,73.01,0.6,89.15,77.09,6.9,No,1,10.6,Master,Medium,Yes,Yes,Yes,6.5,4.3,83.35,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
553,Keisham Tomba,,,,Male,16,63.32,14.8,63.34,42.14,3.2,Yes,3,5.3,Bachelor,Medium,Yes,No,No,1.5,7.3,92.03,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
554,Longjam Sanalembi,,,,Female,17,49.82,9.7,76.88,80.74,3.5,No,2,12.9,Bachelor,High,Yes,Yes,No,1.9,7.4,91.63,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
555,Rajkumar Ibotombi,,,,Male,15,56.43,10.8,58.17,65.37,8.4,Yes,4,14.1,Master,Medium,Yes,Yes,No,7.1,9.2,112.27,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
556,Leishangthem Ibemhal,,,,Female,23,95.7,6.6,50.86,77.6,6.3,No,2,6.0,Bachelor,Medium,Yes,No,No,1.6,9.0,94.85,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
557,Konthoujam Thoibi,,,,Female,22,80.56,3.3,73.78,44.2,5.6,Yes,3,15.2,Bachelor,Medium,Yes,Yes,No,6.4,3.5,73.33,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
558,Khundongbam Tombi,,,,Female,16,69.76,5.5,40.84,82.19,3.9,No,2,4.1,Bachelor,Medium,Yes,No,Yes,3.0,6.8,87.59,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
559,Wahengbam Bembem,,,,Female,23,40.76,11.0,56.11,99.69,7.6,Yes,2,10.9,Master,Low,Yes,No,No,3.7,4.5,88.36,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
560,Potsangbam Sanatombi,,,,Female,21,99.54,4.5,44.63,76.6,3.6,No,3,16.1,Bachelor,Medium,No,Yes,No,2.2,5.7,77.49,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
561,Maisnam Priyabala,,,,Female,23,80.29,9.3,78.71,64.54,7.6,Yes,3,10.7,PhD,Medium,Yes,Yes,No,3.2,6.0,101.93,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
562,Nongmaikapam Dinesh,,,,Male,20,59.02,2.9,96.09,94.62,1.6,Yes,4,18.2,High School,Medium,Yes,No,No,8.4,4.6,88.42,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
563,Sanjenbam Biren,,,,Male,20,92.76,9.1,99.69,31.11,8.8,Yes,4,1.2,Bachelor,High,Yes,Yes,No,6.7,5.2,110.91,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
564,Pukhrambam Ibungo,Parent of Pukhrambam Ibungo,parent564@example.com,Address for student 564,Male,18,55.51,6.1,61.52,81.09,5.5,No,2,11.8,High School,Medium,No,No,No,9.5,2.9,59.05,Below Average,Fail,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
565,Heisnam Memchoubi,,,,Female,24,72.64,4.6,47.68,92.21,4.9,No,2,11.2,High School,Medium,Yes,No,Yes,1.4,6.5,89.73,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
566,Sorokhaibam Reena,,,,Female,24,78.16,6.1,61.0,34.32,6.5,Yes,4,13.2,Master,High,Yes,No,Yes,8.1,7.8,86.85,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
567,Ningthoujam Sanalembi,,,,Female,16,53.26,8.5,89.31,61.5,6.6,Yes,2,16.7,PhD,Medium,Yes,No,No,7.3,4.9,84.8,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
568,Thangjam Ibemhal,,,,Female,21,98.7,10.5,44.42,44.33,2.2,No,2,14.5,Master,High,Yes,Yes,No,3.3,9.8,99.07,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
569,Yendrembam Sanjoy,,,,Male,19,84.89,3.7,96.65,69.66,7.8,Yes,8,15.8,PhD,High,No,No,No,7.6,1.5,90.82,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
570,Thounaojam Nara,,,,Male,20,73.47,4.4,53.93,75.47,3.5,No,3,5.8,High School,High,Yes,No,No,7.4,6.3,82.19,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
571,Laishram Thoibi,,,,Female,16,50.84,8.1,99.01,51.18,9.1,No,3,7.7,High School,Low,Yes,No,No,5.1,6.3,88.8,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
572,Sagolsem Rajen,,,,Male,19,43.23,18.2,88.7,62.2,8.4,No,4,12.5,Bachelor,Low,No,No,No,7.2,1.3,99.89,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
573,Oinam Bishorjit,,,,Male,24,59.2,16.7,86.6,49.55,4.1,Yes,1,11.1,Master,Medium,No,No,No,5.0,3.0,110.62,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
574,Angom Tombi,,,,Female,18,85.19,11.1,52.25,55.86,8.3,Yes,4,19.2,High School,Medium,Yes,Yes,Yes,4.0,9.1,115.79,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
575,Longjam Ibotombi,,,,Male,23,56.16,12.8,30.61,41.17,4.2,No,4,3.7,PhD,Medium,Yes,No,No,5.2,5.9,68.84,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
